6,9,15,29,30,48,23
1,8,20,26,29,35,19
14,29,35,36,37,49,40
1,3,13,15,37,48,42
11,18,32,39,44,49,46
6,21,35,36,38,42,22
6,22,23,30,36,37,13
2,3,10,12,34,40,41
7,12,16,31,40,43,34
11,22,30,35,37,38,33
4,8,20,26,31,34,16
15,17,22,26,32,42,12
5,8,27,29,30,48,35
7,11,13,23,39,42,15
2,9,10,18,39,40,8
10,16,25,28,33,37,13
7,20,29,32,33,39,47
15,17,21,26,30,47,48
3,6,13,32,33,41,44
2,5,18,19,42,45,11
14,22,25,44,46,49,16
3,6,23,26,40,43,2
4,6,13,14,22,25,35
1,18,28,34,35,43,24
7,19,25,27,34,35,12
12,30,31,37,47,49,38
8,11,14,29,33,45,34
5,9,10,31,35,37,30
2,7,27,30,38,49,6
13,15,24,37,38,43,44
7,19,25,26,38,39,4
7,21,31,36,46,47,8
5,7,26,30,40,48,8
2,18,25,37,38,47,42
6,7,13,17,21,23,48
7,8,13,17,29,36,18
13,25,29,40,46,47,22
17,24,40,41,46,48,27
1,7,11,15,27,30,42
4,16,18,29,35,37,33
7,20,29,40,43,47,28
10,26,33,39,45,46,19
6,10,11,17,23,32,27
18,28,37,41,43,46,11
2,8,15,22,29,45,9
1,6,14,19,35,49,8
20,21,24,25,31,35,28
7,11,24,26,30,42,37
2,5,39,43,45,47,26
5,8,9,25,30,45,31
15,27,33,42,48,49,39
1,23,29,41,45,49,24
13,16,22,23,34,39,14
2,11,15,26,29,48,31
1,7,11,24,44,48,10
16,17,26,29,32,40,10
3,4,13,21,38,46,2
9,24,32,40,41,49,27
11,13,15,39,42,46,28
3,5,12,16,22,48,30
1,2,10,13,20,27,49
13,20,21,26,31,44,28
4,20,31,40,42,48,24
3,8,20,37,45,49,21
4,8,9,14,21,39,37
8,9,21,25,33,34,2
5,13,15,18,33,37,45
6,8,12,14,25,35,49
15,16,26,34,48,49,46
32,33,41,45,46,49,10
2,25,36,37,38,46,24
5,17,19,26,27,39,10
2,4,23,35,41,47,6
2,5,14,19,36,45,43
4,14,19,28,40,41,31
1,20,34,36,37,40,3
11,16,17,21,24,29,34
6,7,15,22,37,42,36
3,5,7,15,17,47,34
2,23,25,33,41,46,22
23,33,38,43,45,47,36
3,6,22,32,35,39,27
13,20,25,27,28,32,2
2,6,9,19,20,30,25
10,13,14,17,19,29,40
12,20,25,26,40,45,34
2,3,4,11,15,41,26
7,17,18,22,25,47,38
14,17,26,36,38,41,8
5,14,22,25,27,45,3
1,2,25,29,41,49,35
19,20,22,32,36,42,35
4,18,36,40,41,43,29
2,9,16,34,42,43,33
13,16,18,22,39,42,30
11,16,20,31,39,41,6
3,15,16,31,32,45,42
14,20,25,42,44,49,12
13,22,23,33,39,40,31
5,8,11,12,18,39,37
3,4,7,10,18,21,15
16,25,27,35,47,48,14
4,11,22,32,33,41,43
11,16,24,42,44,47,32
21,25,26,38,41,46,4
8,9,10,23,24,43,45
14,20,21,28,31,46,37
2,10,12,20,23,24,28
8,12,18,28,37,46,34
14,20,32,35,42,48,28
8,15,23,24,41,47,2
5,10,18,26,28,44,48
15,17,24,26,40,47,33
6,7,15,19,24,33,46
6,8,11,12,18,46,37
1,3,12,33,39,41,29
5,7,9,14,17,30,47
5,10,15,20,24,29,34
