4,14,18,21,36,38,1
2,20,23,30,35,47,40
12,29,31,37,44,49,3
4,25,29,38,42,46,6
1,3,20,21,36,40,44
1,3,7,19,31,46,40
2,14,17,26,27,47,4
2,11,20,34,46,47,40
7,19,30,38,40,45,27
5,9,25,35,38,39,24
14,19,23,26,34,40,5
20,22,31,34,35,37,7
5,8,25,31,39,47,22
3,7,16,20,25,30,37
5,6,11,13,28,34,4
11,13,23,29,44,45,27
16,22,37,46,47,49,4
2,3,6,39,44,47,34
7,12,19,26,32,39,44
4,8,18,19,20,33,3
19,24,33,42,43,45,16
4,5,20,27,32,40,6
6,12,24,32,36,44,45
2,10,17,32,38,48,8
6,8,17,27,34,46,25
13,21,25,27,31,43,47
9,11,18,31,39,46,5
3,8,9,21,34,49,22
8,15,21,27,46,48,31
7,15,17,29,41,42,28
1,29,30,39,46,47,17
10,15,21,24,26,38,37
7,26,27,29,36,40,32
3,13,22,27,45,49,17
8,18,33,37,40,43,31
8,14,19,20,21,36,28
4,16,38,40,41,48,35
6,19,21,29,32,46,11
2,3,13,15,43,48,1
27,32,38,39,46,49,24
4,31,35,38,40,48,18
3,16,17,19,22,26,1
3,5,12,15,17,39,24
5,8,17,33,35,40,10
7,10,16,22,31,46,42
13,14,17,32,33,36,31
13,21,22,26,33,34,35
3,9,13,22,33,43,14
6,11,12,22,34,39,42
7,9,15,28,30,33,26
15,19,30,35,38,41,25
6,7,10,25,32,43,33
15,33,34,40,41,49,27
1,30,34,35,38,42,15
4,23,24,28,30,40,41
12,17,18,21,33,37,9
8,14,16,19,23,32,49
7,30,33,34,35,46,49
19,24,29,36,37,43,17
7,10,12,27,36,46,18
1,7,9,18,36,47,32
6,24,31,35,36,42,18
2,17,31,42,44,46,10
6,8,12,29,41,48,14
10,11,25,31,36,41,27
1,33,38,39,41,45,46
2,11,20,25,37,49,42
15,18,19,31,39,40,25
2,13,19,33,46,49,23
4,12,22,29,36,47,15
11,13,25,28,33,40,31
3,6,10,23,33,35,24
6,19,23,35,41,46,8
5,15,24,35,46,48,17
2,4,5,15,20,33,25
20,27,31,33,38,46,23
14,20,27,42,44,47,40
2,28,30,37,40,48,8
4,6,14,31,44,45,1
12,13,18,28,39,49,2
16,20,32,34,37,43,17
12,22,24,38,40,46,21
2,17,25,29,32,38,24
5,22,25,27,36,41,11
9,15,17,38,45,49,47
6,14,16,25,35,38,31
13,17,26,39,43,48,3
26,34,35,40,44,46,32
4,8,18,30,35,49,11
5,13,14,16,37,48,39
2,3,5,21,45,49,47
10,12,13,19,27,33,30
12,17,19,27,38,42,40
3,5,7,31,33,45,19
7,9,12,21,26,32,27
5,10,13,28,39,41,49
14,20,26,43,45,49,7
2,24,29,30,38,49,47
7,19,25,35,36,38,42
19,26,36,38,39,49,16
6,10,23,27,34,47,22
4,17,21,30,41,49,48
1,11,42,46,47,49,7
11,25,26,33,34,41,27
24,25,30,36,41,43,21
5,7,11,22,25,44,13
14,16,22,33,36,48,3
11,40,42,45,47,49,27
13,20,28,32,38,49,46
5,6,7,12,17,35,45
9,15,18,33,44,47,28
1,5,8,26,47,49,38
7,11,28,29,38,39,33
8,10,22,24,31,34,44
3,8,18,26,40,46,22
5,9,10,29,35,48,13
21,26,28,30,32,34,40
10,25,34,35,42,48,21
