4,14,18,21,36,38,1
2,20,23,30,35,47,40
12,29,31,37,44,49,3
4,25,29,38,42,46,6
1,3,20,21,36,40,44
1,3,7,19,31,46,40
2,14,17,26,27,47,4
2,11,20,34,46,47,40
7,19,30,38,40,45,27
5,9,25,35,38,39,24
14,19,23,26,34,40,5
20,22,31,34,35,37,7
5,8,25,31,39,47,22
3,7,16,20,25,30,37
5,6,11,13,28,34,4
11,13,23,29,44,45,27
16,22,37,46,47,49,4
2,3,6,39,44,47,34
7,12,19,26,32,39,44
4,8,18,19,20,33,3
19,24,33,42,43,45,16
4,5,20,27,32,40,6
6,12,24,32,36,44,45
2,10,17,32,38,48,8
6,8,17,27,34,46,25
13,21,25,27,31,43,47
9,11,18,31,39,46,5
3,8,9,21,34,49,22
8,15,21,27,46,48,31
7,15,17,29,41,42,28
1,29,30,39,46,47,17
10,15,21,24,26,38,37
7,26,27,29,36,40,32
3,13,22,27,45,49,17
8,18,33,37,40,43,31
8,14,19,20,21,36,28
4,16,38,40,41,48,35
6,19,21,29,32,46,11
2,3,13,15,43,48,1
27,32,38,39,46,49,24
4,31,35,38,40,48,18
3,16,17,19,22,26,1
3,5,12,15,17,39,24
5,8,17,33,35,40,10
7,10,16,22,31,46,42
13,14,17,32,33,36,31
13,21,22,26,33,34,35
3,9,13,22,33,43,14
6,11,12,22,34,39,42
7,9,15,28,30,33,26
15,19,30,35,38,41,25
6,7,10,25,32,43,33
15,33,34,40,41,49,27
1,30,34,35,38,42,15
4,23,24,28,30,40,41
12,17,18,21,33,37,9
8,14,16,19,23,32,49
7,30,33,34,35,46,49
19,24,29,36,37,43,17
7,10,12,27,36,46,18
1,7,9,18,36,47,32
6,24,31,35,36,42,18
2,17,31,42,44,46,10
6,8,12,29,41,48,14
10,11,25,31,36,41,27
1,33,38,39,41,45,46
2,11,20,25,37,49,42
15,18,19,31,39,40,25
2,13,19,33,46,49,23
4,12,22,29,36,47,15
11,13,25,28,33,40,31
3,6,10,23,33,35,24
6,19,23,35,41,46,8
5,15,24,35,46,48,17
2,4,5,15,20,33,25
20,27,31,33,38,46,23
14,20,27,42,44,47,40
2,28,30,37,40,48,8
4,6,14,31,44,45,1
12,13,18,28,39,49,2
16,20,32,34,37,43,17
12,22,24,38,40,46,21
2,17,25,29,32,38,24
5,22,25,27,36,41,11
9,15,17,38,45,49,47
6,14,16,25,35,38,31
13,17,26,39,43,48,3
26,34,35,40,44,46,32
4,8,18,30,35,49,11
5,13,14,16,37,48,39
2,3,5,21,45,49,47
10,12,13,19,27,33,30
12,17,19,27,38,42,40
3,5,7,31,33,45,19
7,9,12,21,26,32,27
5,10,13,28,39,41,49
14,20,26,43,45,49,7
2,24,29,30,38,49,47
7,19,25,35,36,38,42
19,26,36,38,39,49,16
6,10,23,27,34,47,22
4,17,21,30,41,49,48
1,11,42,46,47,49,7
11,25,26,33,34,41,27
24,25,30,36,41,43,21
5,7,11,22,25,44,13
14,16,22,33,36,48,3
11,40,42,45,47,49,27
13,20,28,32,38,49,46
5,6,7,12,17,35,45
9,15,18,33,44,47,28
1,5,8,26,47,49,38
7,11,28,29,38,39,33
8,10,22,24,31,34,44
3,8,18,26,40,46,22
5,9,10,29,35,48,13
21,26,28,30,32,34,40
10,25,34,35,42,48,21
﻿6,9,15,29,30,48,23
1,8,20,26,29,35,19
14,29,35,36,37,49,40
1,3,13,15,37,48,42
11,18,32,39,44,49,46
6,21,35,36,38,42,22
6,22,23,30,36,37,13
2,3,10,12,34,40,41
7,12,16,31,40,43,34
11,22,30,35,37,38,33
4,8,20,26,31,34,16
15,17,22,26,32,42,12
5,8,27,29,30,48,35
7,11,13,23,39,42,15
2,9,10,18,39,40,8
10,16,25,28,33,37,13
7,20,29,32,33,39,47
15,17,21,26,30,47,48
3,6,13,32,33,41,44
2,5,18,19,42,45,11
14,22,25,44,46,49,16
3,6,23,26,40,43,2
4,6,13,14,22,25,35
1,18,28,34,35,43,24
7,19,25,27,34,35,12
12,30,31,37,47,49,38
8,11,14,29,33,45,34
5,9,10,31,35,37,30
2,7,27,30,38,49,6
13,15,24,37,38,43,44
7,19,25,26,38,39,4
7,21,31,36,46,47,8
5,7,26,30,40,48,8
2,18,25,37,38,47,42
6,7,13,17,21,23,48
7,8,13,17,29,36,18
13,25,29,40,46,47,22
17,24,40,41,46,48,27
1,7,11,15,27,30,42
4,16,18,29,35,37,33
7,20,29,40,43,47,28
10,26,33,39,45,46,19
6,10,11,17,23,32,27
18,28,37,41,43,46,11
2,8,15,22,29,45,9
1,6,14,19,35,49,8
20,21,24,25,31,35,28
7,11,24,26,30,42,37
2,5,39,43,45,47,26
5,8,9,25,30,45,31
15,27,33,42,48,49,39
1,23,29,41,45,49,24
13,16,22,23,34,39,14
2,11,15,26,29,48,31
1,7,11,24,44,48,10
16,17,26,29,32,40,10
3,4,13,21,38,46,2
9,24,32,40,41,49,27
11,13,15,39,42,46,28
3,5,12,16,22,48,30
1,2,10,13,20,27,49
13,20,21,26,31,44,28
4,20,31,40,42,48,24
3,8,20,37,45,49,21
4,8,9,14,21,39,37
8,9,21,25,33,34,2
5,13,15,18,33,37,45
6,8,12,14,25,35,49
15,16,26,34,48,49,46
32,33,41,45,46,49,10
2,25,36,37,38,46,24
5,17,19,26,27,39,10
2,4,23,35,41,47,6
2,5,14,19,36,45,43
4,14,19,28,40,41,31
1,20,34,36,37,40,3
11,16,17,21,24,29,34
6,7,15,22,37,42,36
3,5,7,15,17,47,34
2,23,25,33,41,46,22
23,33,38,43,45,47,36
3,6,22,32,35,39,27
13,20,25,27,28,32,2
2,6,9,19,20,30,25
10,13,14,17,19,29,40
12,20,25,26,40,45,34
2,3,4,11,15,41,26
7,17,18,22,25,47,38
14,17,26,36,38,41,8
5,14,22,25,27,45,3
1,2,25,29,41,49,35
19,20,22,32,36,42,35
4,18,36,40,41,43,29
2,9,16,34,42,43,33
13,16,18,22,39,42,30
11,16,20,31,39,41,6
3,15,16,31,32,45,42
14,20,25,42,44,49,12
13,22,23,33,39,40,31
5,8,11,12,18,39,37
3,4,7,10,18,21,15
16,25,27,35,47,48,14
4,11,22,32,33,41,43
11,16,24,42,44,47,32
21,25,26,38,41,46,4
8,9,10,23,24,43,45
14,20,21,28,31,46,37
2,10,12,20,23,24,28
8,12,18,28,37,46,34
14,20,32,35,42,48,28
8,15,23,24,41,47,2
5,10,18,26,28,44,48
15,17,24,26,40,47,33
6,7,15,19,24,33,46
6,8,11,12,18,46,37
1,3,12,33,39,41,29
5,7,9,14,17,30,47
5,10,15,20,24,29,34
﻿3,7,16,19,40,42,12
2,23,33,38,39,45,6
1,7,13,14,34,45,8
2,10,18,19,39,49,24
9,10,21,22,25,36,20
2,7,26,41,44,45,46
21,23,32,36,39,43,12
4,11,24,25,29,30,8
9,13,27,31,32,39,19
6,14,32,33,39,43,13
4,12,24,25,39,48,9
6,16,20,21,24,35,13
1,3,8,15,20,48,46
9,20,25,35,39,48,47
1,11,22,35,36,40,28
3,6,11,18,25,28,35
11,16,18,27,38,46,43
6,12,24,26,37,46,36
16,35,36,37,39,49,45
20,28,29,31,35,41,6
13,15,18,24,33,49,10
12,13,17,27,41,48,46
5,7,17,22,24,47,20
6,10,23,27,47,48,30
12,19,22,27,28,31,45
7,15,22,38,45,49,31
1,16,22,24,47,48,7
14,18,19,34,45,47,48
17,23,30,37,39,49,43
4,7,34,40,44,49,37
19,25,27,28,33,39,37
5,26,27,35,45,46,37
9,11,12,14,23,25,42
5,11,29,37,43,47,10
5,12,13,38,47,48,3
2,6,10,22,40,45,17
11,15,33,38,41,43,21
14,33,41,42,44,48,47
4,8,23,26,29,36,38
5,11,25,40,45,47,39
5,12,13,25,36,48,8
1,2,6,16,18,26,47
4,10,15,17,21,40,30
4,8,21,23,24,43,13
7,10,11,22,40,45,18
1,6,17,19,20,40,22
7,14,16,37,39,47,34
6,10,14,25,26,32,7
7,22,27,35,43,48,45
4,17,23,28,33,37,15
10,18,25,28,39,43,48
6,12,18,19,32,36,34
16,29,30,35,42,43,1
4,20,22,26,38,47,27
12,13,16,21,28,48,30
3,27,29,37,47,48,11
20,26,29,31,37,49,30
8,9,16,20,37,49,2
12,14,25,30,32,44,34
13,18,25,39,40,46,31
1,6,16,20,34,49,3
1,2,9,11,28,36,41
